topology_id,node_id,x_m,y_m,depth_m,initial_energy_j,layer
uniform_s1000_n2000_seed4003,1995,4.811317,736.501838,630.448605,0.5,22
uniform_s1000_n2000_seed4003,1996,236.83832,190.678891,54.017368,0.5,3
uniform_s1000_n2000_seed4003,1997,902.491391,638.441594,439.488274,0.5,15
uniform_s1000_n2000_seed4003,1998,871.698222,292.579183,384.640983,0.5,14
uniform_s1000_n2000_seed4003,1999,763.465799,336.828499,747.03502,0.5,26
uniform_s1000_n2000_seed4004,0,803.33443,708.124737,645.21378,0.5,22
uniform_s1000_n2000_seed4004,1,158.355549,124.176942,473.653797,0.5,17
uniform_s1000_n2000_seed4004,2,949.403762,919.426832,671.780063,0.5,23
uniform_s1000_n2000_seed4004,3,993.904945,377.597403,816.363627,0.5,28
uniform_s1000_n2000_seed4004,4,791.461841,649.047193,49.583016,0.5,2
uniform_s1000_n2000_seed4004,5,271.857592,499.312448,828.610036,0.5,28
uniform_s1000_n2000_seed4004,6,649.214412,271.737956,604.182845,0.5,21
uniform_s1000_n2000_seed4004,7,117.111345,804.750463,459.115928,0.5,16
uniform_s1000_n2000_seed4004,8,870.465985,438.422984,506.9607,0.5,18
uniform_s1000_n2000_seed4004,9,913.745162,4.747014,580.459672,0.5,20
uniform_s1000_n2000_seed4004,10,927.905744,184.460936,40.633359,0.5,2
uniform_s1000_n2000_seed4004,11,120.861996,232.133081,631.129655,0.5,22
uniform_s1000_n2000_seed4004,12,345.253205,860.913262,294.335726,0.5,11
uniform_s1000_n2000_seed4004,13,56.05137,265.033806,484.746342,0.5,17
uniform_s1000_n2000_seed4004,14,661.879246,474.683607,788.946106,0.5,27
uniform_s1000_n2000_seed4004,15,517.459006,397.64842,428.236409,0.5,15
uniform_s1000_n2000_seed4004,16,719.516679,916.689344,279.023023,0.5,10
uniform_s1000_n2000_seed4004,17,129.573899,183.515204,682.827314,0.5,24
uniform_s1000_n2000_seed4004,18,685.895608,735.113377,485.35636,0.5,17
uniform_s1000_n2000_seed4004,19,983.884205,966.173442,493.598546,0.5,17
uniform_s1000_n2000_seed4004,20,77.421174,749.691377,335.946675,0.5,12
uniform_s1000_n2000_seed4004,21,525.575164,860.648783,702.486494,0.5,24
uniform_s1000_n2000_seed4004,22,954.01529,740.094232,975.331544,0.5,33
uniform_s1000_n2000_seed4004,23,677.089633,304.961474,525.661172,0.5,18
uniform_s1000_n2000_seed4004,24,374.491568,89.336567,266.201684,0.5,10
uniform_s1000_n2000_seed4004,25,931.791425,64.553577,305.410415,0.5,11
uniform_s1000_n2000_seed4004,26,271.520997,911.073481,224.584139,0.5,8
uniform_s1000_n2000_seed4004,27,51.614982,952.644865,189.413407,0.5,7
uniform_s1000_n2000_seed4004,28,865.089099,806.49506,861.147208,0.5,30
uniform_s1000_n2000_seed4004,29,502.339137,723.718837,818.681532,0.5,28
uniform_s1000_n2000_seed4004,30,969.235736,30.106318,410.524895,0.5,15
uniform_s1000_n2000_seed4004,31,422.713314,836.730292,427.738305,0.5,15
uniform_s1000_n2000_seed4004,32,853.867592,60.161764,852.282953,0.5,29
uniform_s1000_n2000_seed4004,33,99.209051,345.363541,675.150909,0.5,23
uniform_s1000_n2000_seed4004,34,147.338887,658.766285,314.043071,0.5,11
uniform_s1000_n2000_seed4004,35,165.756801,294.200563,135.174014,0.5,5
uniform_s1000_n2000_seed4004,36,56.883911,392.066587,435.045535,0.5,15
uniform_s1000_n2000_seed4004,37,115.721601,210.209926,845.561774,0.5,29
uniform_s1000_n2000_seed4004,38,310.14384,747.350109,909.983944,0.5,31
uniform_s1000_n2000_seed4004,39,437.696363,622.761773,145.522437,0.5,6
uniform_s1000_n2000_seed4004,40,223.769706,351.672851,268.415411,0.5,10
uniform_s1000_n2000_seed4004,41,905.789187,1.535477,638.597308,0.5,22
uniform_s1000_n2000_seed4004,42,963.635392,874.907233,439.798219,0.5,15
uniform_s1000_n2000_seed4004,43,181.992638,402.054111,878.056505,0.5,30
uniform_s1000_n2000_seed4004,44,710.153649,754.704476,758.02356,0.5,26
uniform_s1000_n2000_seed4004,45,562.353749,129.043717,467.857554,0.5,16
uniform_s1000_n2000_seed4004,46,312.521257,170.071735,165.94782,0.5,6
uniform_s1000_n2000_seed4004,47,833.206319,991.756965,68.134463,0.5,3
uniform_s1000_n2000_seed4004,48,634.78743,976.769059,189.562821,0.5,7
uniform_s1000_n2000_seed4004,49,948.095266,832.535337,382.829294,0.5,14
uniform_s1000_n2000_seed4004,50,713.646339,978.669982,133.105491,0.5,5
uniform_s1000_n2000_seed4004,51,874.265142,745.991139,873.750204,0.5,30
uniform_s1000_n2000_seed4004,52,108.855318,216.589415,506.307118,0.5,18
uniform_s1000_n2000_seed4004,53,571.901432,303.241112,115.744048,0.5,5
uniform_s1000_n2000_seed4004,54,582.772014,143.363636,597.266977,0.5,21
uniform_s1000_n2000_seed4004,55,59.454165,408.54708,684.327593,0.5,24
uniform_s1000_n2000_seed4004,56,455.53999,533.722683,235.355286,0.5,9
uniform_s1000_n2000_seed4004,57,746.135579,823.339551,8.493575,0.5,1
uniform_s1000_n2000_seed4004,58,484.723618,808.624925,109.491726,0.5,4
uniform_s1000_n2000_seed4004,59,184.211269,556.996344,890.66272,0.5,31
uniform_s1000_n2000_seed4004,60,311.337224,981.77575,227.854656,0.5,8
uniform_s1000_n2000_seed4004,61,390.722181,399.626831,934.402523,0.5,32
uniform_s1000_n2000_seed4004,62,7.09163,221.995923,33.929376,0.5,2
uniform_s1000_n2000_seed4004,63,474.358342,249.531447,406.579922,0.5,14
uniform_s1000_n2000_seed4004,64,388.941487,59.905385,768.779505,0.5,26
uniform_s1000_n2000_seed4004,65,240.098469,651.475554,539.800346,0.5,19
uniform_s1000_n2000_seed4004,66,396.034017,226.476224,347.414674,0.5,12
uniform_s1000_n2000_seed4004,67,349.670772,376.016732,49.540559,0.5,2
uniform_s1000_n2000_seed4004,68,325.778189,568.938648,304.305859,0.5,11
uniform_s1000_n2000_seed4004,69,784.608299,817.060552,875.025491,0.5,30
uniform_s1000_n2000_seed4004,70,996.218725,562.364973,309.45788,0.5,11
uniform_s1000_n2000_seed4004,71,770.681521,114.851243,454.78409,0.5,16
uniform_s1000_n2000_seed4004,72,210.503162,978.988588,771.142092,0.5,27
uniform_s1000_n2000_seed4004,73,415.570298,237.36495,945.55207,0.5,32
uniform_s1000_n2000_seed4004,74,509.548802,367.900112,702.644015,0.5,24
uniform_s1000_n2000_seed4004,75,729.730733,609.596103,228.844258,0.5,8
uniform_s1000_n2000_seed4004,76,797.105067,938.777909,932.208205,0.5,32
uniform_s1000_n2000_seed4004,77,381.187032,830.583154,222.224843,0.5,8
uniform_s1000_n2000_seed4004,78,474.200389,20.789492,381.085833,0.5,14
uniform_s1000_n2000_seed4004,79,800.387468,228.221347,565.22136,0.5,20
uniform_s1000_n2000_seed4004,80,594.436204,273.555573,918.579822,0.5,31
uniform_s1000_n2000_seed4004,81,939.046139,952.99926,595.734019,0.5,21
uniform_s1000_n2000_seed4004,82,679.100171,468.24307,729.931878,0.5,25
uniform_s1000_n2000_seed4004,83,155.934546,627.524748,909.299538,0.5,31
uniform_s1000_n2000_seed4004,84,806.138664,28.247446,832.441224,0.5,29
uniform_s1000_n2000_seed4004,85,935.420446,677.926301,910.471414,0.5,31
uniform_s1000_n2000_seed4004,86,870.42526,410.955466,222.965182,0.5,8
uniform_s1000_n2000_seed4004,87,404.532235,514.014666,832.419148,0.5,29
uniform_s1000_n2000_seed4004,88,344.269995,790.390395,945.049316,0.5,32
uniform_s1000_n2000_seed4004,89,496.245734,475.380738,86.93319,0.5,4
uniform_s1000_n2000_seed4004,90,921.757758,251.266328,417.565954,0.5,15
uniform_s1000_n2000_seed4004,91,665.08783,653.153379,343.915176,0.5,12
uniform_s1000_n2000_seed4004,92,38.05678,37.804586,788.399476,0.5,27
uniform_s1000_n2000_seed4004,93,51.067713,946.021046,974.713565,0.5,33
uniform_s1000_n2000_seed4004,94,531.754853,795.311022,182.814597,0.5,7
uniform_s1000_n2000_seed4004,95,557.904233,902.29749,581.669361,0.5,20
uniform_s1000_n2000_seed4004,96,387.013943,395.650965,917.030266,0.5,31
uniform_s1000_n2000_seed4004,97,779.076003,466.56561,948.747631,0.5,32
uniform_s1000_n2000_seed4004,98,911.647833,773.825566,528.705143,0.5,18
uniform_s1000_n2000_seed4004,99,335.010418,843.333062,890.461364,0.5,31
uniform_s1000_n2000_seed4004,100,771.146635,36.949028,400.605644,0.5,14
uniform_s1000_n2000_seed4004,101,888.81631,602.395007,712.288579,0.5,25
uniform_s1000_n2000_seed4004,102,265.482316,999.570424,249.19235,0.5,9
uniform_s1000_n2000_seed4004,103,627.615069,631.242779,213.304167,0.5,8
uniform_s1000_n2000_seed4004,104,976.09249,923.001323,792.206349,0.5,27
uniform_s1000_n2000_seed4004,105,946.975533,104.7432,869.626783,0.5,30
uniform_s1000_n2000_seed4004,106,579.743109,706.131278,725.101533,0.5,25
uniform_s1000_n2000_seed4004,107,814.210921,660.834057,141.934462,0.5,6
uniform_s1000_n2000_seed4004,108,643.31015,766.736389,694.814835,0.5,24
uniform_s1000_n2000_seed4004,109,203.605735,164.546219,665.792537,0.5,23
uniform_s1000_n2000_seed4004,110,31.653014,899.65424,734.897195,0.5,25
uniform_s1000_n2000_seed4004,111,683.140999,94.74265,354.610043,0.5,13
uniform_s1000_n2000_seed4004,112,972.72131,509.818632,153.881362,0.5,6
uniform_s1000_n2000_seed4004,113,292.446149,788.585968,54.818249,0.5,3
uniform_s1000_n2000_seed4004,114,36.905428,704.855881,97.020011,0.5,4
uniform_s1000_n2000_seed4004,115,9.09571,167.054698,631.819504,0.5,22
uniform_s1000_n2000_seed4004,116,970.32147,596.235981,213.079361,0.5,8
uniform_s1000_n2000_seed4004,117,70.406195,269.409922,681.668851,0.5,24
uniform_s1000_n2000_seed4004,118,487.855364,26.904636,51.15483,0.5,3
uniform_s1000_n2000_seed4004,119,967.520691,644.545364,33.925056,0.5,2
uniform_s1000_n2000_seed4004,120,574.366871,288.788912,871.991278,0.5,30
uniform_s1000_n2000_seed4004,121,785.43111,132.14459,666.387819,0.5,23
uniform_s1000_n2000_seed4004,122,500.395276,641.559105,288.454625,0.5,10
uniform_s1000_n2000_seed4004,123,156.642922,319.624376,981.709249,0.5,34
uniform_s1000_n2000_seed4004,124,14.215453,189.247941,975.191795,0.5,33
uniform_s1000_n2000_seed4004,125,156.968066,103.336785,13.257453,0.5,1
uniform_s1000_n2000_seed4004,126,444.916735,182.651928,896.981079,0.5,31
uniform_s1000_n2000_seed4004,127,665.895377,619.566844,917.860598,0.5,31
uniform_s1000_n2000_seed4004,128,927.848658,937.674482,357.703057,0.5,13
uniform_s1000_n2000_seed4004,129,40.853169,990.949151,501.22745,0.5,18
uniform_s1000_n2000_seed4004,130,703.329477,56.000708,470.202489,0.5,17
uniform_s1000_n2000_seed4004,131,484.324268,883.875883,9.39937,0.5,1
uniform_s1000_n2000_seed4004,132,650.1783,470.565696,187.373519,0.5,7
uniform_s1000_n2000_seed4004,133,726.608028,726.556562,446.951568,0.5,16
uniform_s1000_n2000_seed4004,134,914.673448,375.898064,269.691064,0.5,10
uniform_s1000_n2000_seed4004,135,760.744691,963.090124,50.13092,0.5,3
uniform_s1000_n2000_seed4004,136,976.340038,807.984173,151.155837,0.5,6
uniform_s1000_n2000_seed4004,137,231.174849,236.230753,481.175909,0.5,17
uniform_s1000_n2000_seed4004,138,130.210263,629.015239,219.880821,0.5,8
uniform_s1000_n2000_seed4004,139,436.939056,785.67372,109.981696,0.5,4
uniform_s1000_n2000_seed4004,140,14.809464,382.937895,63.855102,0.5,3
uniform_s1000_n2000_seed4004,141,135.479045,772.326276,508.014456,0.5,18
uniform_s1000_n2000_seed4004,142,147.175427,372.59041,810.297627,0.5,28
uniform_s1000_n2000_seed4004,143,687.331927,727.106238,842.372459,0.5,29
uniform_s1000_n2000_seed4004,144,359.369479,97.117585,660.042165,0.5,23
uniform_s1000_n2000_seed4004,145,677.878767,972.087876,120.049639,0.5,5
uniform_s1000_n2000_seed4004,146,740.141588,800.252396,843.391754,0.5,29
uniform_s1000_n2000_seed4004,147,533.802839,515.129501,419.249548,0.5,15
uniform_s1000_n2000_seed4004,148,898.51463,420.531858,28.814101,0.5,2
uniform_s1000_n2000_seed4004,149,716.766594,783.343659,195.657007,0.5,7
uniform_s1000_n2000_seed4004,150,477.655566,897.653054,977.393214,0.5,33
uniform_s1000_n2000_seed4004,151,984.853685,900.994378,665.11386,0.5,23
uniform_s1000_n2000_seed4004,152,272.492472,820.472379,307.233368,0.5,11
uniform_s1000_n2000_seed4004,153,185.442396,407.451996,69.502784,0.5,3
uniform_s1000_n2000_seed4004,154,674.674207,231.262477,882.953869,0.5,30
uniform_s1000_n2000_seed4004,155,265.377222,562.1577,810.242978,0.5,28
uniform_s1000_n2000_seed4004,156,605.8533,16.129919,666.328184,0.5,23
uniform_s1000_n2000_seed4004,157,268.795792,437.791675,190.103271,0.5,7
uniform_s1000_n2000_seed4004,158,251.75444,879.952496,814.995571,0.5,28
uniform_s1000_n2000_seed4004,159,581.627999,401.31981,784.994288,0.5,27
uniform_s1000_n2000_seed4004,160,166.989547,714.227855,400.30641,0.5,14
uniform_s1000_n2000_seed4004,161,644.384071,998.027572,210.231583,0.5,8
uniform_s1000_n2000_seed4004,162,786.654862,621.103178,590.579226,0.5,21
uniform_s1000_n2000_seed4004,163,609.877212,206.18317,611.631196,0.5,21
uniform_s1000_n2000_seed4004,164,461.417537,667.735458,983.204733,0.5,34
uniform_s1000_n2000_seed4004,165,111.384593,863.020814,930.04639,0.5,32
uniform_s1000_n2000_seed4004,166,549.908029,928.707544,726.6229,0.5,25
uniform_s1000_n2000_seed4004,167,686.64465,390.160387,234.676568,0.5,9
uniform_s1000_n2000_seed4004,168,111.245564,560.923855,122.202544,0.5,5
uniform_s1000_n2000_seed4004,169,738.832244,540.708648,778.318796,0.5,27
uniform_s1000_n2000_seed4004,170,101.432135,716.168437,913.019032,0.5,31
uniform_s1000_n2000_seed4004,171,993.869121,442.725944,804.356313,0.5,28
uniform_s1000_n2000_seed4004,172,406.314311,683.375945,961.540956,0.5,33
uniform_s1000_n2000_seed4004,173,416.029547,470.086312,308.809289,0.5,11
uniform_s1000_n2000_seed4004,174,271.886792,219.490154,602.454198,0.5,21
uniform_s1000_n2000_seed4004,175,69.806508,131.970806,80.12598,0.5,4
uniform_s1000_n2000_seed4004,176,87.329534,551.167909,677.190228,0.5,23
uniform_s1000_n2000_seed4004,177,557.981033,466.477936,930.838626,0.5,32
uniform_s1000_n2000_seed4004,178,187.94172,860.833185,577.138783,0.5,20
uniform_s1000_n2000_seed4004,179,773.697175,15.96658,274.528979,0.5,10
uniform_s1000_n2000_seed4004,180,578.78868,911.747393,810.205812,0.5,28
uniform_s1000_n2000_seed4004,181,609.639046,811.535883,518.717165,0.5,18
uniform_s1000_n2000_seed4004,182,945.4806,405.694258,514.703314,0.5,18
uniform_s1000_n2000_seed4004,183,991.232941,207.825677,35.752318,0.5,2
uniform_s1000_n2000_seed4004,184,758.670368,27.654485,971.011461,0.5,33
uniform_s1000_n2000_seed4004,185,575.270971,170.406354,654.404293,0.5,23
uniform_s1000_n2000_seed4004,186,673.705998,163.671207,37.826439,0.5,2
uniform_s1000_n2000_seed4004,187,501.675279,374.927181,902.432234,0.5,31
uniform_s1000_n2000_seed4004,188,98.990803,330.886259,944.257791,0.5,32
uniform_s1000_n2000_seed4004,189,789.754605,400.541976,221.593005,0.5,8
uniform_s1000_n2000_seed4004,190,25.491066,460.94574,164.616709,0.5,6
uniform_s1000_n2000_seed4004,191,758.818064,383.280362,757.690897,0.5,26
uniform_s1000_n2000_seed4004,192,199.023457,218.69935,87.535965,0.5,4
uniform_s1000_n2000_seed4004,193,31.306369,556.08241,754.609032,0.5,26
uniform_s1000_n2000_seed4004,194,784.211532,814.62031,624.562632,0.5,22
uniform_s1000_n2000_seed4004,195,395.612905,279.51406,533.106827,0.5,19
uniform_s1000_n2000_seed4004,196,841.235794,125.34073,601.082314,0.5,21
uniform_s1000_n2000_seed4004,197,528.913641,240.576093,581.867721,0.5,20
uniform_s1000_n2000_seed4004,198,76.644462,787.803876,811.422299,0.5,28
uniform_s1000_n2000_seed4004,199,773.619299,517.29782,658.486602,0.5,23
uniform_s1000_n2000_seed4004,200,593.018495,813.834151,880.842455,0.5,30
uniform_s1000_n2000_seed4004,201,459.737555,752.611676,609.96468,0.5,21
uniform_s1000_n2000_seed4004,202,151.600978,54.763658,684.51611,0.5,24
uniform_s1000_n2000_seed4004,203,170.011854,403.914634,201.841653,0.5,8
uniform_s1000_n2000_seed4004,204,136.087791,373.369979,657.981475,0.5,23
uniform_s1000_n2000_seed4004,205,5.676212,947.653744,325.612823,0.5,12
uniform_s1000_n2000_seed4004,206,300.336512,946.97764,663.071602,0.5,23
uniform_s1000_n2000_seed4004,207,750.918572,75.41777,213.470832,0.5,8
uniform_s1000_n2000_seed4004,208,842.741223,633.20578,888.897157,0.5,30
uniform_s1000_n2000_seed4004,209,345.214774,106.788111,42.722988,0.5,2
uniform_s1000_n2000_seed4004,210,81.208324,265.369432,976.593962,0.5,33
uniform_s1000_n2000_seed4004,211,76.199291,569.712997,97.291664,0.5,4
uniform_s1000_n2000_seed4004,212,866.430296,436.292075,215.306264,0.5,8
uniform_s1000_n2000_seed4004,213,896.720394,121.169634,271.145907,0.5,10
uniform_s1000_n2000_seed4004,214,850.04305,411.011836,859.721092,0.5,29
uniform_s1000_n2000_seed4004,215,336.153005,296.129585,400.22802,0.5,14
uniform_s1000_n2000_seed4004,216,777.476786,110.44591,138.582841,0.5,5
uniform_s1000_n2000_seed4004,217,586.610768,147.863202,794.421618,0.5,27
uniform_s1000_n2000_seed4004,218,197.335978,514.425405,963.417447,0.5,33
uniform_s1000_n2000_seed4004,219,647.506775,800.786567,57.738183,0.5,3
uniform_s1000_n2000_seed4004,220,941.398681,689.220212,523.867546,0.5,18
uniform_s1000_n2000_seed4004,221,858.555547,241.176688,164.82429,0.5,6
uniform_s1000_n2000_seed4004,222,993.028814,135.583075,66.899432,0.5,3
uniform_s1000_n2000_seed4004,223,653.577333,607.951963,738.958948,0.5,25
uniform_s1000_n2000_seed4004,224,208.801359,327.404671,62.338709,0.5,3
uniform_s1000_n2000_seed4004,225,535.063773,315.541633,827.541835,0.5,28
uniform_s1000_n2000_seed4004,226,651.424602,685.825886,466.578823,0.5,16
uniform_s1000_n2000_seed4004,227,489.874099,818.961155,396.235561,0.5,14
uniform_s1000_n2000_seed4004,228,111.656242,541.658412,946.771824,0.5,32
uniform_s1000_n2000_seed4004,229,143.627504,76.162443,970.674917,0.5,33
uniform_s1000_n2000_seed4004,230,439.316044,754.376499,328.56228,0.5,12
uniform_s1000_n2000_seed4004,231,626.551181,399.847547,609.60821,0.5,21
uniform_s1000_n2000_seed4004,232,81.222655,728.905523,250.666444,0.5,9
uniform_s1000_n2000_seed4004,233,868.49433,285.741858,3.73106,0.5,1
uniform_s1000_n2000_seed4004,234,764.424321,900.198428,487.837759,0.5,17
uniform_s1000_n2000_seed4004,235,201.4708,866.297093,492.799139,0.5,17
uniform_s1000_n2000_seed4004,236,29.533758,866.140873,467.5368,0.5,16
uniform_s1000_n2000_seed4004,237,529.013798,480.049826,16.960532,0.5,1
uniform_s1000_n2000_seed4004,238,293.760303,227.209748,316.251092,0.5,11
uniform_s1000_n2000_seed4004,239,260.56284,516.890031,301.515009,0.5,11
uniform_s1000_n2000_seed4004,240,765.425474,885.566576,677.621323,0.5,23
uniform_s1000_n2000_seed4004,241,748.532533,709.383534,807.859545,0.5,28
uniform_s1000_n2000_seed4004,242,193.442543,538.194188,930.378608,0.5,32
uniform_s1000_n2000_seed4004,243,259.402349,565.804345,375.252076,0.5,13
uniform_s1000_n2000_seed4004,244,762.333964,490.250973,11.794153,0.5,1
uniform_s1000_n2000_seed4004,245,381.293461,842.130676,663.194875,0.5,23
uniform_s1000_n2000_seed4004,246,614.392021,721.45502,143.765055,0.5,6
uniform_s1000_n2000_seed4004,247,943.591357,809.298428,24.203354,0.5,2
uniform_s1000_n2000_seed4004,248,728.700655,891.153219,921.511006,0.5,32
uniform_s1000_n2000_seed4004,249,359.423382,487.535901,497.144225,0.5,17
uniform_s1000_n2000_seed4004,250,142.762379,812.277298,279.782617,0.5,10
uniform_s1000_n2000_seed4004,251,97.652947,421.926824,217.912815,0.5,8
uniform_s1000_n2000_seed4004,252,618.404369,859.475426,685.966801,0.5,24
uniform_s1000_n2000_seed4004,253,173.520585,832.427126,91.991265,0.5,4
uniform_s1000_n2000_seed4004,254,310.086492,368.984829,945.995684,0.5,32
uniform_s1000_n2000_seed4004,255,853.349585,701.674854,28.899878,0.5,2
uniform_s1000_n2000_seed4004,256,175.032867,397.181932,944.929581,0.5,32
uniform_s1000_n2000_seed4004,257,944.424678,601.523754,326.225157,0.5,12
uniform_s1000_n2000_seed4004,258,208.239972,963.474831,85.968446,0.5,4
uniform_s1000_n2000_seed4004,259,621.90907,11.161513,690.240726,0.5,24
uniform_s1000_n2000_seed4004,260,304.027921,825.436508,702.359476,0.5,24
uniform_s1000_n2000_seed4004,261,768.369719,393.544948,817.119983,0.5,28
uniform_s1000_n2000_seed4004,262,738.211204,381.449776,322.158997,0.5,12
uniform_s1000_n2000_seed4004,263,238.00824,112.990122,623.502264,0.5,22
uniform_s1000_n2000_seed4004,264,987.164838,341.592793,438.039459,0.5,15
uniform_s1000_n2000_seed4004,265,95.920886,800.599582,309.543955,0.5,11
uniform_s1000_n2000_seed4004,266,493.940613,848.595263,547.357292,0.5,19
uniform_s1000_n2000_seed4004,267,639.243383,338.339509,124.310343,0.5,5
uniform_s1000_n2000_seed4004,268,364.808196,18.784709,313.459282,0.5,11
uniform_s1000_n2000_seed4004,269,73.151028,780.284422,362.517067,0.5,13
uniform_s1000_n2000_seed4004,270,445.754779,244.583247,28.411733,0.5,2
uniform_s1000_n2000_seed4004,271,49.553923,798.282502,768.740969,0.5,26
uniform_s1000_n2000_seed4004,272,233.510756,637.754263,950.162098,0.5,33
uniform_s1000_n2000_seed4004,273,59.324259,723.13431,233.121264,0.5,9
uniform_s1000_n2000_seed4004,274,949.774581,722.356185,835.834319,0.5,29
uniform_s1000_n2000_seed4004,275,65.053722,197.848133,987.3612,0.5,34
uniform_s1000_n2000_seed4004,276,806.227988,771.612361,132.338447,0.5,5
uniform_s1000_n2000_seed4004,277,366.76803,603.953631,640.884331,0.5,22
uniform_s1000_n2000_seed4004,278,399.169536,712.706231,922.487632,0.5,32
uniform_s1000_n2000_seed4004,279,940.162218,881.095298,487.944015,0.5,17
uniform_s1000_n2000_seed4004,280,4.483728,565.714023,990.632683,0.5,34
uniform_s1000_n2000_seed4004,281,432.859566,198.452753,86.315236,0.5,4
uniform_s1000_n2000_seed4004,282,866.413361,424.523719,539.453481,0.5,19
uniform_s1000_n2000_seed4004,283,913.412665,348.713224,826.073169,0.5,28
uniform_s1000_n2000_seed4004,284,995.045968,73.132435,189.014971,0.5,7
uniform_s1000_n2000_seed4004,285,728.362926,926.739045,841.991803,0.5,29
uniform_s1000_n2000_seed4004,286,911.051444,616.741948,275.359113,0.5,10
uniform_s1000_n2000_seed4004,287,735.589197,450.602261,516.078143,0.5,18
uniform_s1000_n2000_seed4004,288,785.203725,841.313788,947.757971,0.5,32
uniform_s1000_n2000_seed4004,289,981.465126,623.092156,967.414491,0.5,33
uniform_s1000_n2000_seed4004,290,700.282061,13.52807,184.648711,0.5,7
uniform_s1000_n2000_seed4004,291,872.351928,806.552044,119.225726,0.5,5
uniform_s1000_n2000_seed4004,292,634.220655,278.585095,666.973462,0.5,23
uniform_s1000_n2000_seed4004,293,846.170286,444.961259,276.730051,0.5,10
uniform_s1000_n2000_seed4004,294,809.668301,11.791909,657.88057,0.5,23
uniform_s1000_n2000_seed4004,295,871.58765,38.530665,194.396047,0.5,7
uniform_s1000_n2000_seed4004,296,908.705701,918.111887,807.315173,0.5,28
uniform_s1000_n2000_seed4004,297,634.252866,590.835544,938.031174,0.5,32
uniform_s1000_n2000_seed4004,298,573.406398,401.271849,240.986622,0.5,9
uniform_s1000_n2000_seed4004,299,78.629395,952.518149,985.324488,0.5,34
uniform_s1000_n2000_seed4004,300,7.443957,719.946192,640.659828,0.5,22
uniform_s1000_n2000_seed4004,301,372.752055,826.846966,855.064806,0.5,29
uniform_s1000_n2000_seed4004,302,35.013205,420.800703,56.485132,0.5,3
uniform_s1000_n2000_seed4004,303,950.129326,43.324518,751.503835,0.5,26
uniform_s1000_n2000_seed4004,304,802.868169,274.056133,761.475109,0.5,26
uniform_s1000_n2000_seed4004,305,18.200567,323.514947,793.293762,0.5,27
uniform_s1000_n2000_seed4004,306,75.180517,233.770518,819.004159,0.5,28
uniform_s1000_n2000_seed4004,307,482.940173,563.209281,569.933407,0.5,20
uniform_s1000_n2000_seed4004,308,302.703319,910.958257,734.448768,0.5,25
uniform_s1000_n2000_seed4004,309,840.06032,380.977048,570.078274,0.5,20
uniform_s1000_n2000_seed4004,310,625.554559,736.599428,861.313057,0.5,30
uniform_s1000_n2000_seed4004,311,650.759677,459.010716,744.795106,0.5,26
uniform_s1000_n2000_seed4004,312,506.216589,650.698987,440.269308,0.5,16
uniform_s1000_n2000_seed4004,313,353.153932,647.977084,530.117768,0.5,19
uniform_s1000_n2000_seed4004,314,845.252068,833.816912,619.281659,0.5,21
uniform_s1000_n2000_seed4004,315,116.324483,162.144348,398.199808,0.5,14
uniform_s1000_n2000_seed4004,316,501.039679,657.795826,655.020138,0.5,23
uniform_s1000_n2000_seed4004,317,665.453217,446.749754,334.434623,0.5,12
uniform_s1000_n2000_seed4004,318,733.153412,371.237631,269.854952,0.5,10
uniform_s1000_n2000_seed4004,319,901.631537,988.64159,476.662395,0.5,17
uniform_s1000_n2000_seed4004,320,823.372489,568.435389,268.111371,0.5,10
uniform_s1000_n2000_seed4004,321,645.452814,827.454983,758.386933,0.5,26
uniform_s1000_n2000_seed4004,322,171.505716,306.886142,305.551444,0.5,11
uniform_s1000_n2000_seed4004,323,881.194496,214.548907,704.456346,0.5,24
uniform_s1000_n2000_seed4004,324,743.653979,668.137509,759.356746,0.5,26
uniform_s1000_n2000_seed4004,325,538.208265,9.892108,350.469599,0.5,13
uniform_s1000_n2000_seed4004,326,108.458269,268.640375,278.943877,0.5,10
uniform_s1000_n2000_seed4004,327,766.162444,752.291622,465.987538,0.5,16
uniform_s1000_n2000_seed4004,328,357.710183,907.408522,301.108582,0.5,11
uniform_s1000_n2000_seed4004,329,88.56853,291.931918,298.515544,0.5,11
uniform_s1000_n2000_seed4004,330,173.69567,731.899498,178.753704,0.5,7
uniform_s1000_n2000_seed4004,331,351.702306,626.35547,337.02217,0.5,12
uniform_s1000_n2000_seed4004,332,464.603591,354.258621,321.557224,0.5,12
uniform_s1000_n2000_seed4004,333,333.948009,546.148387,46.354502,0.5,2
uniform_s1000_n2000_seed4004,334,448.295771,975.885478,859.896894,0.5,29
uniform_s1000_n2000_seed4004,335,308.442895,153.422086,182.14666,0.5,7
uniform_s1000_n2000_seed4004,336,387.576532,694.109584,617.320513,0.5,21
uniform_s1000_n2000_seed4004,337,65.242405,649.530925,289.878227,0.5,10
uniform_s1000_n2000_seed4004,338,542.716729,662.721995,77.761144,0.5,3
uniform_s1000_n2000_seed4004,339,544.380226,907.731084,534.142085,0.5,19
uniform_s1000_n2000_seed4004,340,57.757336,153.233535,425.278843,0.5,15
uniform_s1000_n2000_seed4004,341,580.44097,534.158,404.081831,0.5,14
uniform_s1000_n2000_seed4004,342,144.948114,382.044139,982.255983,0.5,34
uniform_s1000_n2000_seed4004,343,640.365355,973.529952,186.620374,0.5,7
